APKNC_1,APKNC_2,APKNC_3,APKNC_4,APKNC_5,APKNC_6,APKNC_7,APKNC_8,APKNC_9,APKNC_10,APKNC_11,APKNC_12,APKNC_13,APKNC_14,APKNC_15,APKNC_16,APKNC_17,APKNC_18,APKNC_19,APKNC_20,APKNC_21,APKNC_22,APKNC_23,APKNC_24,APKNC_25,APKNC_26,APKNC_27,APKNC_28,APKNC_29,APKNC_30,APKNC_31,APKNC_32,APKNC_33,APKNC_34,APKNC_35,APKNC_36,APKNC_37,APKNC_38,APKNC_39,APKNC_40,APKNC_41,APKNC_42,APKNC_43,APKNC_44,APKNC_45,APKNC_46,APKNC_47,APKNC_48,APKNC_49,APKNC_50,APKNC_51,APKNC_52,APKNC_53,APKNC_54,APKNC_55,APKNC_56,APKNC_57,APKNC_58,APKNC_59,APKNC_60,APKNC_61,APKNC_62,APKNC_63,APKNC_64,APKNC_65,APKNC_66,APKNC_67,APKNC_68,APKNC_69,APKNC_70,APKNC_71,APKNC_72,APKNC_73,APKNC_74,APKNC_75,APKNC_76,APKNC_77,APKNC_78,APKNC_79,APKNC_80,APKNC_81,APKNC_82,APKNC_83,APKNC_84,APKNC_85,APKNC_86,APKNC_87,APKNC_88,APKNC_89,APKNC_90,APKNC_91,APKNC_92,APKNC_93,APKNC_94,APKNC_95,APKNC_96,APKNC_97,APKNC_98,APKNC_99,APKNC_100,APKNC_101,APKNC_102,APKNC_103,APKNC_104,APKNC_105,APKNC_106,APKNC_107,APKNC_108,APKNC_109,APKNC_110,APKNC_111,APKNC_112,APKNC_113,APKNC_114,APKNC_115,APKNC_116,APKNC_117,APKNC_118,APKNC_119,APKNC_120,APKNC_121,APKNC_122,APKNC_123,APKNC_124,APKNC_125,APKNC_126
0.07036218,0.14072436,0,0.07036218,0,0.21108654,0.21108654,0.07036218,0.14072436,0.07036218,0,0.07036218,0.07036218,0.14072436,0,0,0.04768433,0.05126355,0.06187858,0.00038035,-0.0158126,-0.07475335,-0.01940756,-0.04797214,0.04188814,0.05030454,0.02790505,0.06981356,0.01956166,0.02769494,0.03170069,0.01463287,0.04084995,-0.00683889,0.02330697,0.01164722,0.08853113,0.02330697,0.00962537,-0.03960933,-0.04949103,-0.04620174,-0.03074608,0.00125531,0.04040315,-0.02770581,-0.04450614,-0.0437708,0.03047557,0,0.02606092,0.02962335,0.03185174,-0.02872443,0.02141535,0.04551354,-0.02971639,0.01203488,-0.00989294,0,0.00625529,-0.06866452,-0.07348893,0.0042487,-0.02360002,-0.02980839,-0.02252084,0.01450787,-0.04747322,-0.06622584,-0.0228688,-0.01582441,-0.02304246,0.0282776,-0.01521278,0.02220347,-0.02050757,-0.02020027,-0.01584874,-0.07539953,0.00526956,0.03698039,-0.03208853,-0.0452678,-0.03582369,0.01822088,0.02929224,0.05155374,0.03894481,-0.03873516,-0.01695472,-0.0312805,0.0079045,-0.01695472,0.01513574,0.00033824,0.00867709,-0.00930295,-0.0003009,0.03388364,0,0.03264237,-2.86E-05,0,0.02937099,0.00609567,0.00936476,-0.01194468,-0.01085105,-0.07799937,-0.04822438,0.0435101,0.01825893,0.00221096,-0.0206465,0,-0.02336596,0.01088936,-0.01309095,-0.0480145,-0.00975547,-0.03780048,0.00609567,-0.00642101,-0.01828701,-0.01828701
0,0.08846778,0.08846778,0.04423389,0.08846778,0.08846778,0,0,0.04423389,0.04423389,0.04423389,0.08846778,0.04423389,0,0.08846778,0.04423389,-0.00249137,0.0087913,-0.00097962,0.01214549,-0.0196357,-0.00973962,-0.0089086,-0.0446142,0.0175556,-0.00262064,0.02182834,0.02633339,0.0164323,-0.01558823,0.02212326,0.03978642,0.02839426,0.00091046,0.04980994,0.01124547,0.04980623,0.04394907,-0.00721922,-0.01245434,-0.01678161,-0.01426404,0.00698374,-0.00100954,0.02689688,0.02158493,-0.00932641,-0.01312451,0.00719803,0.00932641,0.00632204,-0.00906815,0.00737751,0.01323669,0.00806086,0.02272355,0.02490867,-0.01245645,0.01867757,0.0062311,0.01834863,-0.00332116,0.00535146,-0.00132889,0.02323567,0.0031868,-0.00173974,-0.02821475,0,0.0068526,0.01583275,0.00994817,0.01450314,-0.00227648,0.01634309,-0.01556827,0.01599214,0.00520896,0.00996347,-0.01603825,0.02322711,-0.01660158,-0.01056443,0,3.48E-05,0.01821295,-0.03985704,0.00684331,0.00995334,0.03735635,-0.01065875,-0.00182563,0.00609317,0,0.00557394,-0.02206722,0.00958525,-0.02510356,0.00695834,0.0090516,-0.00711676,0.0022533,0,-0.03557932,-0.00474189,-0.01149631,-0.00680802,0.00878738,0.00655571,-0.00892998,0.00263269,-0.03160876,-0.01147866,-0.00960415,-0.00856172,-0.01147866,-0.00740821,0.02533022,-0.00925903,-0.0138871,-0.01127525,-0.00052981,-0.01916052,0.00227707,-0.01915083,-0.02681988
0.53045707,0.26522853,0.26522853,0.26522853,0.26522853,0.53045707,0,0.26522853,0.26522853,0.26522853,0.53045707,0.26522853,0.26522853,0,0.53045707,0.26522853,0.22868951,0.33367156,0.20079096,0.05071822,0.18823165,-0.05401606,0.0095548,0.01427089,0.26316052,0.13889368,0.23710807,0.26316052,0.20793433,0.02042868,0.20281142,0.25895244,0.284598,0.06775388,0.36881359,0.03998095,0.33369378,0.15809469,-0.03352036,0,-0.0651617,-0.24279716,-0.0199495,0.02463711,-0.07943078,0.07846181,-0.05592161,-0.08846516,-0.08660236,-0.05592161,-0.0880457,-0.09804358,-0.09252748,0.10825529,-0.09346915,-0.09501217,0.0746768,-0.06341225,0.0373384,-0.111968,-0.21095077,-0.139296,-0.15415148,-0.01063249,-0.11656342,-0.03283228,-0.20314897,-0.0368307,-0.23859887,-0.1379948,-0.20054294,-0.17894915,-0.17836038,-0.02061058,-0.20591468,0.17609098,-0.22895656,-0.22270603,-0.09951872,-0.07820775,-0.09951872,-0.05971627,-0.14715428,-0.21328138,-0.28680914,0.10498289,-0.19338413,-0.00242314,-0.06329155,-0.10457246,-0.31955206,-0.24746106,-0.21696757,-0.19173123,-0.2014766,0.03484977,-0.17465788,0.12990902,-0.21328595,-0.09785327,-0.12801738,0.08929485,-0.12796343,-0.04264549,-0.07385374,-0.20673921,-0.18654452,-0.02942771,-0.06670263,0.00062335,0.1313102,-0.095123,-0.13765319,-0.1184087,-0.07689628,-0.13765319,-0.05711033,0.0721651,-0.05714261,0.00556566,-0.10767363,0.08901801,-0.02297748,-0.04006877,-0.16078425,0.02294843
0,0.10850694,0.10850694,0.10850694,0.10850694,0,0,0.10850694,0.10850694,0.10850694,0.32552082,0.21701388,0.10850694,0,0.43402775,0.10850694,0.04555976,0.06469587,0.03141134,0.01735393,0.03909943,-0.02569846,-0.03525819,-0.06069887,0.06459654,0.02426287,0.04595871,0.06459654,0.03610236,-0.00052147,0.03610413,0.08928698,0.0640717,-0.01761321,0.17961989,0.02714023,0.06469587,0.0646777,-0.00990793,0.03055083,3.21E-05,-0.0662153,-0.0107859,-0.00983874,-0.04388319,0.07185173,-0.02287794,-0.01216052,-0.01740348,0,-0.02228157,-0.01398896,-0.02838817,-0.00293329,-0.0128809,-0.04714863,0.03055083,-0.02032475,0.01527541,-0.04580693,-0.06184698,0.02444066,-0.00663964,0.00657341,-0.05258285,0.01451708,-0.02893502,-0.12292913,-0.04880627,-0.01673978,-0.0130462,-0.02440314,-0.01028487,0.01528045,-0.01483678,-0.00352306,-0.02423017,-0.02998196,-0.02442006,-0.00462729,0.02444066,-0.08959516,-0.05825802,-0.01745762,-0.04714652,0.05390088,-0.11661129,0.00181546,-0.02309297,0.05585731,-0.07843865,-0.05189679,-0.03811965,-0.05229244,-0.03428575,0.00560099,-0.02494745,-0.03456699,-0.03827136,-0.02303677,-0.03491523,0.02831564,0.01745762,-0.10472363,-0.04861176,-0.02820076,-0.01003332,-0.0053806,-0.03433853,-0.01048636,0.09437462,-0.08088104,-0.02815747,-0.00610751,-0.03235168,-0.05631493,-0.02401271,-0.06809934,-0.02220407,-0.01588379,-0.04632052,0.06484333,-0.08457853,0.01603113,0.00940025,-0.00940025
0,0,0.03206558,0.01603279,0,0,0.03206558,0,0.01603279,0.03206558,0.03206558,0.03206558,0.01603279,0,0.03206558,0.04809837,0.00535739,0.01168364,0.01030141,0.01192368,-0.00978045,-0.02056948,-0.00171867,-0.011437,0.01590778,0.01609166,0.01510127,0.02227089,0.01246126,0.00912942,0.01578329,0.01155175,0.01823267,0.00358078,0.01592687,0.00063798,0.01168364,0.03715644,0.01555697,0.0067712,0.00719689,-0.00437376,-0.01056741,-0.01375081,0.00094516,0.01113944,0.01014121,0.01140167,0.00708658,0.01690202,0.00513767,0.0100133,0.00842876,0.01570905,0.01027269,0.00293597,0.01127963,-0.01399003,0.00902827,0.03158468,0.01655239,0.00120377,0.00086606,-0.0081832,0.01502176,0.02709864,0.02204791,0.01212076,0.00721153,0.00192958,0.0170849,0.01802882,0.01638953,0.00661643,0.01988483,0.01204417,0.01691759,0.02241614,0.01804589,0.00212475,0.01324146,0.02527003,0.00361127,-0.00515901,-0.00451044,-0.0029855,-0.01016763,-0.01738129,-0.00575788,-0.00317273,0,-0.00407664,0.00646885,0.01158995,0.00400003,-0.0014149,0.00829981,-0.0036108,0.01005363,-0.00125072,0.01031639,0.00247996,0.01031802,0.01547214,0.00968298,-0.00694482,-0.00992343,-0.00278149,-0.00022698,0.00157893,0.00455094,0.00468724,-0.0041605,-0.01027057,0.00197521,0.00832099,-0.00016261,0.00528098,0.00361754,0.00839281,0.00568853,0.00408689,0.01805127,0.0016726,0.00694482,0.00416689
0.05899446,0.05899446,0.05899446,0,0.05899446,0.05899446,0.11798893,0.11798893,0.05899446,0,0,0.17698339,0,0.23597785,0.05899446,0,0.02763672,0.05079801,0.06900683,-0.03206928,-0.00339891,-0.03123751,-0.03496975,-0.0155689,0.05853448,0.06074503,-0.00885457,0,-0.01538884,0.01540567,-0.00713677,0.01982808,-0.00031229,-0.02635785,0.02735809,0.00261711,0.04298141,0.0195415,-0.00417256,-0.01659977,-0.01092092,0.04930882,0.00049088,0.01440943,0.01855128,-0.00100238,-0.01243858,-0.0120576,0.01002678,-0.01243858,0.01674804,0.00766428,-0.00040983,0.00802483,-0.00145924,0.01248771,-0.00830514,0.00120927,0,-0.00830514,-0.02091264,-0.03985345,-0.05548967,-0.02077308,0.00452674,-0.00061876,-0.02927755,-0.02072368,-0.05307126,-0.05351583,-0.01047921,0,-0.01472233,0.03607338,-0.00142228,-0.02247674,-0.00225092,-0.02062839,-0.01328822,-0.01113626,-0.00442941,-0.03100584,-0.00326658,-0.01897117,-0.04166673,0.03173759,-0.00063816,0.00966608,0.0112812,-0.03818852,-0.05686206,-0.04171,-0.00514984,-0.01421552,0.00122844,0.03024583,-0.0108387,0.00687612,-0.01436025,0.00390713,-0.00949158,0.04114691,-0.03795434,-0.02847475,0.04555487,0.02555426,0.02102657,-0.00796108,0.01106302,0.04362202,0.00650101,0.01763416,0,0.01725183,0.00404727,0.01530902,0.00323178,0.01821099,0.00644334,0.00913479,0.00364533,0.0063023,0.00511085,-0.00216946,-0.02554134,0.01533256
0,0.03425701,0.03425701,0.03425701,0.06851401,0.10277102,0.03425701,0.06851401,0.03425701,0.06851401,0,0,0,0.06851401,0.03425701,0.03425701,0.017287,0.01588635,0.04150761,-0.01802893,-0.00939017,-0.01824263,-0.0072095,-0.00470635,0.0339899,0.03974161,0.01226266,0.01359596,0.00708635,0.02432484,0.01365045,0.00712426,0.01790297,-0.00088989,0.01134739,0.00071542,0.03402782,0.02041956,0.02099129,-0.00964528,-0.00079001,0.00337608,-0.00224785,-0.01508415,-0.00730145,-0.01052295,0,-0.00224718,-0.00308876,-0.00722285,-0.00209827,0.0481403,-0.01071653,-0.00746088,-0.00646693,-0.00926458,-0.00964528,-0.00060029,0.00964223,-0.01928447,0.0271612,-0.01286037,-0.02314787,5.94E-05,0.01938996,0.02564748,-0.00613398,0.00156316,-0.01540876,-0.02698406,0.01979968,0.02311313,0.02157797,0.02121626,0.01641329,-0.00112371,0.01652314,0.00012771,-0.00257207,-0.00889371,0.04369601,-0.01800127,0.00485274,-0.00551159,-0.02605869,0.00613486,-0.00401695,-0.01627129,0.00924519,-0.015114,-0.02476407,-0.02932651,0.01767448,0.01650938,0.01563929,0.0221835,0.01786344,-0.00879342,0.01757678,0.01315848,0,-0.01524073,0.02203939,-0.01653128,0.00819638,0.00890334,0.01552976,0.00294313,-0.00243374,-0.00733813,0.01112004,0.00713965,0.00888967,0.01208561,-0.00637993,-0.00888967,-0.00633339,0.01013937,-0.0076384,0.00988994,-0.0078564,0.00565561,0.00296778,-0.00649699,0.00890334,-0.00889958
0.12664822,0.25329643,0,0.12664822,0,0.37994465,0.25329643,0.25329643,0.25329643,0,0,0.12664822,0.12664822,0.25329643,0.12664822,0,0.06504943,0.07549116,0.10476847,0.00691222,-0.02613283,-0.04491144,-0.01843514,-0.0620273,0.07539644,0.0914398,0.05147034,0.07539644,0.04167292,-0.0036104,0.05047674,0.02958403,0.06123294,0.00181829,0.04195132,0.02775193,0.12580093,0.02517079,0.04543649,-0.08912402,-0.11239015,-0.07085007,-0.00019155,-0.0006081,0.02964141,-0.02560771,-0.10681162,-0.09911167,0.0246488,-0.0267029,0.02157525,0.07385308,0.01557566,-0.04825397,0.00318133,0.03772645,-0.05348793,-0.0131084,-0.07128343,-0.03565862,-0.02779335,-0.10457458,-0.1332717,0.0266207,-0.04157148,-0.0567123,-0.04190115,-0.00943103,-0.08544929,-0.12796489,-0.05077375,-0.0284831,-0.05021428,0.01460492,-0.04304031,0.03628669,-0.04246448,-0.04700402,-0.0285269,-0.16532372,-0.00952099,0.0285269,-0.11069496,-0.06110331,-0.0185211,0.03692367,0.03928789,-0.03459663,0.0079953,-0.10445687,0,-0.01450188,-0.00863709,-0.06103521,-0.00128176,-0.00506466,-0.00670038,-0.02068593,-0.01110252,0.00651366,-0.02037636,-0.01188958,0.02031197,-0.02037636,0.02523531,0.01097188,0.06199197,-0.01456445,-0.01604422,-0.014154,-0.04358436,0.11011901,0.06573023,0.05518855,-0.03557888,-0.06573023,-0.03371124,-0.02712454,-0.03086467,-0.08217929,-0.03359052,-0.03464054,0.01097188,0.01485397,-0.07678932,-0.03291565
0,0.1648233,0.32964661,0.1648233,0,0,0.32964661,0.32964661,0.1648233,0.32964661,0.32964661,0.1648233,0.49446991,0,0.1648233,0,-0.05002787,0.05459655,0.03286517,-0.01966705,0.03140085,-0.23215729,-0.01737474,-0.18625473,0.09812289,0.03997365,0.07787419,0.16353816,0.04730159,0.03583602,0.11780806,-0.05855228,0.11647894,0.02670975,0.20741166,0.12851395,0.05459655,0.07643516,0.0137335,0.02320353,-0.02267733,-0.01546314,-0.11243363,-0.01450026,0.00133648,0.14660813,-0.03475186,-0.00611729,-0.0117673,0,-0.00482473,0.00084762,-0.0099096,-0.02689542,-0.01835173,-0.0049402,2.93E-05,0.04508082,-0.0696106,-0.04640706,-0.08691788,0.08662652,0.00016464,-0.04505867,0.05676501,-0.09070058,-0.12850332,-0.15556878,-0.0741373,-0.00695545,-0.10295932,-0.03706865,-0.11483043,0.03160092,-0.11166242,0.09030872,-0.07622699,-0.14388778,-0.0618448,0.00984499,-0.03712565,-0.08662652,0.04610081,-0.02651832,-0.08423813,0.0384389,0.02499003,0.30223717,-0.06357288,0.13959519,-0.11914923,-0.06257696,-0.04835664,-0.07943282,-0.02271482,0.00649988,-0.07228158,-0.0371499,-0.0726559,-0.0694389,-0.05301988,0.0279851,0,-0.13259161,-0.11421253,-0.0142791,-0.03795162,-0.03324116,-0.01826134,-0.16847751,-0.02589187,-0.17492728,-0.04277152,-0.02655527,-0.05240672,-0.04277152,-0.06793302,-0.02888178,-0.04354919,0.04761597,-0.03575097,-0.03701436,-0.07137743,-0.08462729,0.0142791,-0.04283729
0.08726108,0.02181527,0,0.02181527,0,0.02181527,0,0.04363054,0.02181527,0.02181527,0.02181527,0,0.02181527,0,0.04363054,0.06544581,0.02214337,0.04766338,0.03107951,0.00929748,-0.00051359,-0.00593742,0.01025081,0.00255157,0.03030324,0.02881149,0.03417159,0.03030324,0.03172863,0.00717975,0.02632909,0.02073999,0.03354361,0.01505981,0.01589571,0.01148766,0.01878434,0.03322203,0.01109865,0.00920558,-0.00067187,0.03427663,-0.00120339,-0.00609246,-0.00660163,0.00229008,-0.0045996,-0.00749283,0.01537118,0.0137988,0.01698482,-0.00685726,0.00492247,-0.00237516,0.01158408,-0.00456226,1.94E-06,0.00782087,3.88E-06,-0.00306917,0.00714045,-0.01145928,-0.01387401,0.01597958,-0.00927324,0.00414842,0.00339206,-0.00614371,-0.0245312,-0.01617252,0.02573288,0.01962496,0.02560028,0.00581139,0.01731094,-0.00704435,0.02080753,0.00711401,0.00491585,0.01580216,0.00818964,-0.01473514,0.00458276,-0.01052288,-0.01081803,0.00847184,0.00075936,0.00187455,0.00767988,-0.00174659,-0.02102674,-0.01142829,0.013522,0.01051337,0.01391305,0.00990254,0.01035979,-0.00220545,0.01076043,0.00843484,0.00702191,0.01830222,0.01052954,-0.02105242,0.00767756,0.00188275,-0.00609341,0.00996356,-0.00547907,-0.00143091,0.00235727,0.00619126,-0.00566105,-0.00868992,-0.00740408,-0.00566105,-0.00756925,0.002543,-0.00741886,-0.00904208,-0.00620306,-0.00065928,0.00189231,0.00604064,-0.00566497,-0.0283392
0,0.07746391,0.05164261,0,0.10328522,0.05164261,0,0,0.0258213,0.0258213,0.0258213,0.05164261,0,0,0.05164261,0,-0.00691823,0.00855312,0.00236098,0.01065538,-0.01018475,-0.00580644,-0.00697379,-0.02643836,0.01024799,0.0027441,0.00390767,0.00512399,0.00207015,-0.01169801,0.00395822,0.03446305,0.0066947,-0.00299792,0.02907629,0.00747594,0.03591447,0.02223812,-0.00810787,-0.00727015,-0.01144302,0.00323655,0.00168909,0.00044949,0.0192385,0.01499428,-0.00544424,-0.00786926,0.00372156,0,0.00471686,0.00576518,0.00198971,0.02669395,0.00184092,0.01537026,0.01817539,0.00713476,0.02544095,0.01454031,0.01013367,0.00193871,0.00122001,0.00685805,0.01231035,0.00123769,0.00397363,-0.00362634,0,0.00262085,0.00712066,0.00580719,0.00572396,0.00120715,0.00759138,0.0223844,0.00880876,0.00626563,0.01744592,0.00680372,0.02906592,0.00581612,-0.00938236,0.00415437,-0.00078074,0.00892528,-0.01561247,0.00280754,0.01019293,0.00183169,0,-0.00070757,0.00747003,0.00622199,0.00636106,-0.01595902,0.00855734,0.01745919,0.00899744,0.00963833,0.0124605,-0.00735473,0.01661224,0,0.00182326,-0.00671091,-0.00486654,0.00487315,0.00617706,-0.00305866,0.00766461,0.00291868,0,-0.00292318,0.00353134,0,0.00354211,0.03114325,0.00150307,-0.0011938,0.0023014,0.00641587,0.00670808,0.00343451,-0.00223414,0.00223697
0,0,0.08855814,0.08855814,0.08855814,0,0.08855814,0.08855814,0,0.17711627,0.08855814,0.17711627,0.08855814,0.08855814,0.17711627,0.35423255,0.07379728,0.06453536,0.05239457,-0.0073599,-0.04881977,-0.0456901,0.00811804,-0.00306525,0.05272058,0.07349046,0.04707409,0.07029411,0.03733707,0.03497396,0.04935745,0.08194969,0.05810896,0.02139366,0.02931942,-0.01690201,0.02933425,0.15831597,0.0015364,0.02493411,0.0074555,-0.00080344,0.01209594,-0.0369924,-0.04858524,0.017431,-0.01867187,-0.00368442,-0.07693603,-0.05601562,-0.07173383,0.02505491,-0.0783365,0.00725133,-0.07579595,-0.05533826,-0.07478658,-0.04699665,-0.02493411,7.88E-06,-0.04747563,0.01994729,-0.00026079,-0.01912537,0.00776482,0.04344922,0.02062562,-0.0404626,-0.01991666,-0.00380443,-0.01793234,-0.05974999,-0.00903435,0.03199824,-0.02894044,0.02283076,-0.03703229,0.00892983,-0.05982506,0.0338939,-0.0066491,-0.0066575,-0.0101598,0.01424807,-0.01754274,0.0252793,0.0049265,-0.07232845,-0.03358172,-0.0158857,0,-0.01345958,-0.02052968,-0.04267857,-0.01699724,-0.02113742,-0.03449168,0.04614745,-0.03029075,-0.03825401,0.01424807,0.0038428,-0.01424807,-0.01427507,0.01869335,0.00767204,-0.02013839,0.02681382,0.01490132,0.03090657,-0.0574655,-0.0246601,0,-0.03589365,-0.05927765,-0.04596153,-0.04530992,0.02794297,-0.07766088,0.07305132,-0.07258993,-0.06913638,0.03834078,-0.03980294,-0.02301611,-0.05369455
0,0,0.07591322,0,0.07591322,0,0.03795661,0.07591322,0.03795661,0.11386983,0.07591322,0.03795661,0,0.07591322,0.07591322,0,0.00222665,0.017602,0.02387621,-0.00025944,-0.00760428,-0.04609625,-0.02031421,-0.01302262,0.03012853,0.01996462,0.00409099,0.01506426,-0.00067288,-0.00636959,0.00278657,-0.00668037,0.01143784,-0.01459792,0.03267671,-0.00342949,0.02263114,0.00754371,-0.01088407,-0.00534346,-0.01595197,-0.00080144,-5.61E-05,0.00572103,-0.01561754,0.00516752,-0.01600578,-0.02015556,0.00840776,0,0.01109585,-0.00481819,-0.00344459,-0.01548934,0.00268285,-0.01415739,-0.01068017,-0.00335446,0,-0.02671732,0.00575756,-0.00854954,-0.02176528,-0.00329097,-0.01459404,-0.00927691,0.00284695,-0.01896395,-0.02560925,-0.01858351,0.00846933,0.00853642,0.0046375,-5.73E-05,0.00790024,0.0009661,0.01273228,0.00561494,0.00854234,0.00246357,0.00284985,-0.01424924,-0.0006658,0,-0.00880822,-0.00506017,0.01972358,0.01067317,0.02215835,0.01174859,0,-0.00489521,0.02489486,0.00914616,0.02899369,-0.01779188,0.01631021,0.01859116,0.01619767,0.02195489,0.03661774,0.00793495,0.00610682,0.00610682,-0.00702884,0.00328829,0.01581014,0.01830782,-0.0400427,-0.00390805,0.01396853,-0.00789923,0.02954913,0.01954835,0.02056201,0.01969942,0.01596546,0.01631651,0.02316534,-0.00937233,0.02544973,0.0165032,0.04273109,-0.01245692,-0.00328829,0.023018
0.0468503,0.0468503,0.1405509,0,0.0468503,0.1405509,0,0.0937006,0.0468503,0.0468503,0.0468503,0.0468503,0.0937006,0.0468503,0,0,0.02095369,0.02171851,0.06371731,-0.01203834,0.01476017,-0.02439448,-0.00117427,-0.00963068,0.06507901,0.06044775,0.01327734,0.009297,0.0122516,0.01793709,0.00978681,0.00734195,0.01334314,0.00338696,0.02792604,0.00146981,0.0713513,0.01551883,0.00093611,-0.02637367,0.01375246,0.00085827,0.01445411,0.01142784,-0.01232714,-0.01048286,0.00987806,0.02084733,-0.03664892,-0.03951225,-0.0359942,0.00506343,-0.0379187,-0.01275495,-0.03441935,-0.01851024,-0.01977817,-0.00874553,0.0263695,-0.01978651,0.00078492,0.0105528,0.01281353,0.01053992,0.02306219,-0.01257728,-0.01189708,0.00375446,0,0.01119605,0.00370431,0.0105366,0.00275677,-0.00576259,0.0014361,0.02837566,0.00626358,-0.01126311,0.00352205,0.02283658,0.01756578,-0.0035176,-0.00289047,0.01507543,-0.0007155,-0.01615451,0.01407376,-0.00311881,-0.00479244,-0.01298345,0,-0.00146398,0.02250274,0.03386765,0.01740775,-0.00857642,0.02921382,0.021481,0.03096971,0.00405128,0.02260839,-0.00870514,-1.91E-05,0.00753772,-0.00735409,-0.04463621,-0.0428597,-0.00166627,-0.01950981,0.0028721,0.01250867,-0.00860729,-0.02431523,-0.03389809,-0.02171944,-0.02431523,-0.01913583,-0.01123101,-0.01911028,-0.01314747,-0.02315185,0.00633243,0.00405364,-0.00678118,-0.02028872,-0.00405877
0.0371021,0.0371021,0.07420421,0.0371021,0.07420421,0.07420421,0,0.0371021,0.0371021,0.07420421,0.07420421,0.0371021,0,0,0.07420421,0,0.00531983,0.01719952,0.02101942,-0.01865734,0.0022853,-0.01001785,0.0065316,-0.00676164,0.02945025,0.01906786,0.01206101,0.02208769,0.00449615,-0.01542791,0.01868627,0.01531704,0.02518164,0.0110844,0.02702515,-0.01019101,0.04667641,0.01720573,-0.01374573,-0.03133241,-0.01978106,0.00210629,0.01004729,-0.01242312,-0.05004413,-0.0050652,-0.01564545,-0.01740577,-0.01890162,-0.01564545,-0.01456489,0.00135435,-0.03262013,-0.00606003,-0.02215642,-0.04789653,-0.0313258,0.00249986,-0.00522647,-0.00522317,0.00514608,-0.01949278,-0.03213294,0.00487362,-0.00910454,0.00306737,-0.00890352,-0.00595784,-0.03337695,-0.02584744,-0.00185883,0,-0.00349941,-0.00146015,-0.00075926,0.00417095,0.00042373,-0.00647214,-0.00278569,0.00410111,-0.01392141,-0.00835707,0.01091084,0.00596934,-0.01073972,-0.00835528,0.02024079,0.00765854,0.05191176,0.00441112,-0.00894025,-0.00933431,0.0359813,0.02682076,0.03354672,-0.01046988,0.04429937,0.01470892,0.03729774,0.05366746,0.03579338,-0.00143038,0.00596934,0.01193867,-0.00049844,-0.00321426,0.02598374,0.02031803,-0.03766106,0.0015758,0.02355353,-0.00532081,0.03851187,0.02729212,0.00953633,0.00962797,0.00634678,0.02745846,0.0174518,-0.01289147,0.01367936,0.02346996,0.00963465,0.00202331,0.01606316,0.02892832
0,0.04843579,0.04843579,0.04843579,0.09687158,0,0.09687158,0.14530737,0.04843579,0.09687158,0.04843579,0,0,0.14530737,0.04843579,0,0.02012937,0.02246162,0.03086912,0.00874542,-0.02623497,-0.02647399,-0.0317555,-0.00238945,0.02883488,0.03090014,-0.00109398,0.01922325,-0.00508012,0.00164006,0.00120654,0.0162793,0.01005308,-0.02277867,0.02887111,-0.01194736,0.00962641,0.01604401,-0.00497066,-0.0068187,-0.02808065,0.02059505,0.01193334,-0.04909975,-0.0112072,-0.01886717,-0.02042471,-0.03283431,0.01485031,0,0.01851804,0.03464213,0.00070255,-0.0026358,0.00489425,-0.00971958,-0.02044749,-0.0109179,0,-0.02727482,0.02125959,-0.00363664,-0.01547982,-0.00998186,0.00058389,0.00675869,-0.00548395,0.01581966,-0.02178635,-0.02619883,0.00851251,0,0.00975595,0.03742865,0.00161826,-0.0029875,0.00388627,-0.00295002,-0.03272059,-0.01434677,0.01818321,-0.0254565,0.01271701,0.00779281,0.01898908,0.00017868,0.00021369,-0.01003349,0.02490075,0.01093981,-0.01167126,0.01242257,0.00577561,-0.01167126,0.00605729,0.01455583,-0.00141762,-0.00338943,0.00089039,0.01845746,-0.04674698,-0.00977806,0.00779281,0,0.00683643,0.02098063,0.04879982,-0.0152007,-0.00656831,-0.0013718,-0.01288366,-0.01111344,0.0251381,0.04268518,0.01599402,-0.01256905,0.02315487,0.02617463,-0.00482355,0.00912307,-0.00472766,-0.01074195,-0.03775452,0.00373392,0.02098063,0.01258838
